CODI;NOM_OFICIAL
282401;Carrer de la Riera de Sant Miquel
282503;Carrer de la Riera de Vallcarca
282605;Carrer de la Riereta
282650;Avinguda de Rio de Janeiro
282707;Carrer del Riu de la Plata
282809;Carrer del Riu de l'Or
283007;Carrer de Ríos Rosas
283109;Carrer de Ripoll
283200;Carrer del Ripollès
283302;Carrer de Ripollet
283404;Carrer de Rita Bonnat
283506;Carrer del Ritme
283608;Carrer de Riudarenes
283801;Carrer de Riudecanyes
283903;Carrer de Riudoms
284101;Avinguda de Rius i Taulet
284305;Plaça de la Vila de Gràcia
284407;Carrer de Rivadeneyra
284509;Baixada de Rivero
284600;Carrer de Rivero
284702;Passatge de Robacols
284804;Carrer d'en Robador
284950;Carrer de Robert Gerhard
285002;Carrer de Sabino Arana
285104;Carrer de Robrenyo
285206;Carrer d'en Roca
285400;Passatge de Roca
285501;Carrer de Roca i Batlle
285603;Carrer de Rocabertí
285705;Carrer de Rocabruna
285807;Carrer de Rocafort
285909;Carrer del Roine
286005;Carrer de Rodes
286107;Carrer de Rodríguez
286209;Carrer de Rodrigo Caro
286300;Carrer de Rogent
286402;Carrer de Roger
286504;Carrer de Roger de Flor
286606;Passatge de Roger de Flor
286708;Carrer d'en Roig
286800;Carrer de Roig i Solé
286901;Carrer de Roís de Corella
287201;Avinguda de Roma
287303;Carrer de Roma
287405;Carrer de Román Macaya
287507;Carrer de Romaní
287609;Carrer de Romans
287700;Carrer del Romaninar
287755;Carrer del Romeu
287802;Passatge de Ròmul Bosch
287868;Passatge del Gatell
287904;Carrer de les Roquetes
288000;Passatge de Ros
288102;Carrer de Ros de Olano
288204;Carrer de la Rosa
288408;Carrer del Roser
288500;Passatge del Roserar
288601;Carrer de Rosales
288703;Carrer de Rosalía de Castro
288805;Carrer del Rosari
288907;Carrer de la Vila de Roses
289105;Carrer del Rosselló
289207;Carrer de Rossend Arús
289309;Carrer de Rossend Nobas
289400;Carrer de Rosés
289604;Plaça de Can Rosés
289706;Carrer d'en Rosic
289808;Carrer de Rossell
289852;Carrer de Rosselló i Porcel
289900;Carrer de Josep Roura
290002;Passatge de Roura
290104;Passatge de Rovira
290159;Carrer de Rovira i Virgili
290206;Plaça de Rovira i Trias
290308;Carrer de Rubén Darío
290400;Carrer de Rubens
290501;Carrer del Robí
290603;Carrer de Rubinstein
290705;Jardins de Rubió i Lluch
290807;Carrer de Rubió i Ors
290840;Avinguda dels Rossinyols
290909;Passatge de Santa Maria de Vilalba
291005;Carrer de Ruiz de Padrón
291107;Carrer d'en Rull
291209;Passatge de Rustullet
291300;Carrer de S'Agaró
291402;Carrer de Sa Tuna
291606;Carrer de Sabastida
291708;Carrer del Sabateret
291800;Carrer de Sacedón
292008;Carrer de Sagàs
292100;Passatge de la Sagrada Família
292201;Plaça de la Sagrada Família
292303;Carrer del Sagrat Cor
292405;Baixada de la Sagrera
292507;Carrer Gran de la Sagrera
292609;Passatge d'en Sagristà
292700;Carrer dels Sagristans
292802;Carrer de Sagués
292904;Passatge de Ca dels Seguers
293000;Carrer de Sagunt
293102;Carrer de la Sal
293204;Passatge de Saladrigas
293306;Carrer de Salamanca
293408;Carrer de Saldes
293500;Carrer de Salern
293601;Carrer de Sales i Ferré
293703;Carrer de la Saleta
293805;Carrer de Salinas
293907;Carrer de Salomó
294003;Carrer de Salou
294105;Carrer de Salses
294207;Carrer de Salvà
294400;Plaça de Sants
294502;Carrer de Salvador Aulet
294604;Carrer de Salvador Mundí
294659;Plaça de Salvador Seguí
294706;Passatge de Salvador Riera
294808;Plaça de Salvador Riera
294852;Carrer dels Salvador
294874;Passeig de Salvat Papasseit
295006;Carrer de Samaniego
295108;Carrer de Samaria
295200;Carrer de Santpedor
295301;Carrer de Samsó
295403;Carrer de Sant Iscle
295709;Carrer de Sant Adrià
295800;Carrer de Sant Agustí
295902;Plaça de Sant Agustí
296009;Plaça de Sant Agustí Vell
296100;Carrer de Sant Alexandre
296202;Carrer Gran de Sant Andreu
296257;Riera de Sant Andreu
296406;Passeig de Sant Antoni
296508;Ronda de Sant Antoni
296600;Carrer de Sant Antoni Abat
296701;Passatge de Sant Antoni Abat
296905;Carrer de Sant Antoni dels Sombrerers
297001;Carrer de Sant Antoni Maria Claret
297103;Carrer de Sant Baltasar
297205;Carrer de Sant Bartomeu
297307;Carrer de Sant Bertran
297409;Passatge de Sant Benet
297500;Carrer de Sant Bernabé
297602;Passatge de Sant Bernat
297704;Plaça de Sant Bernat Calbó
297806;Carreró de Sant Bonaventura
297908;Carrer de Sant Camil
298004;Carrer de Sant Carles
298106;Carrer de Sant Casimir
298208;Plaça de Sant Gaietà
298401;Camí de Sant Cebrià
298456;Parc Forestal de Sant Cebrià
298605;Carrer d'en Santcliment
298707;Carrer de Sant Crispí
298809;Carrer de Sant Cristòfol
298810;Plaça de Sant Cristòfol
298900;Plaça de Sant Cugat
299007;Camí de Sant Cugat
299200;Carrer de Sant Cugat del Vallès
299302;Carrer de Sant Dalmir
299404;Carrer de Sant Delfí
299506;Carrer de Sant Elies
299608;Carrer de Sant Eloi
299700;Carrer de Sant Erasme
299801;Carrer de Sant Eudald
299903;Carrer de Sant Eusebi
300004;Carrer de Sant Ferriol
300106;Carrer de Sant Frederic
300208;Passatge de Sant Felip
300300;Carrer de Sant Felip Neri
300401;Plaça de Sant Felip Neri
300503;Carrer de Sant Feliu de Codines
300605;Carrer de Sant Feliu de Guíxols
300707;Carrer de Sant Ferran
300809;Carrer de Sant Francesc
301007;Passeig de Sant Francesc
301109;Plaça de les Palmeres
301200;Placeta de Sant Francesc
301302;Carrer de Sant Francesc Xavier
301404;Plaça de Sant Francesc Xavier
301506;Carrer del Palau de la Música
301608;Carrer de Sant Fructuós
301700;Carrer de Sant Gabriel
301801;Carrer de Sant Gaudenci
301903;Carrer de Sant Germà
302000;Passeig de Sant Gervasi
302203;Carrer de Sant Gervasi de Cassoles
302305;Carrer de Sant Gil
302349;Plaça de Sant Genís
302509;Camí de Sant Genís a Horta
302702;Plaça de Sant Gregori Taumaturg
302804;Carrer de Sant Guillem
302906;Carrer de Sant Hermenegild
303002;Carrer de Sant Hipòlit
303104;Carrer de Sant Honorat
303206;Carrer de Sant Ignasi
303308;Carrer de Sant Ildefons
303400;Carrer de Sant Isidre
303454;Plaça de Sant Iu
303501;Carrer de Sant Jacint
303603;Passatge de Sant Jaume
303705;Plaça de Sant Jaume
303807;Carrer de Sant Jaume Apòstol
304005;Carrer de Sant Joaquim
304107;Plaça de Sant Joaquim
304209;Carrer de Sant Jordi
304300;Plaça de Sant Jordi
304402;Carrer de Sant Josep
304504;Plaça de Sant Josep
304606;Carrer de Sant Josep Cottolengo
304708;Plaça de Sant Josep de Calassanç
304800;Passatge de Sant Josep de la Muntanya
304901;Carrer de Sant Josep Oriol
305008;Plaça de Sant Josep Oriol
305100;Passeig de Sant Joan
305201;Passeig de Sant Joan Bosco
305405;Carrer de Sant Joan de la Salle
305507;Carrer de Sant Joan de Malta
305700;Plaça de Sant Just
305802;Carrer de Sant Llàtzer
305904;Camí de Sant Llàtzer
306102;Carrer de Sant Liguori
306204;Plaça de Sant Lluc
306306;Carrer de Sant Lluís
306408;Carrer de Sant Magí
306500;Carrer de Sant Manuel
306703;Carrer de Sant Marc
306805;Baixada de Sant Marià
306907;Carrer de Sant Marià
307003;Carrer de Sant Màrius
307105;Carrer de Sant Martí
307207;Ronda de Sant Martí
307309;Carrer de Sant Martí de Porres
307400;Carrer de Sant Mateu
307502;Carrer de Sant Maurici
307604;Carrer de Sant Medir
307706;Baixada de Sant Miquel
307808;Carrer de Sant Miquel
307900;Plaça de Sant Miquel
308006;Placeta de Sant Miquel
308108;Carrer de Sant Narcís
308200;Carrer de Sant Nicolau
308301;Carrer de Sant Oleguer
308403;Carrer de Sant Onofre
308505;Carrer de Sant Pau
308607;Passatge de Sant Pau
308709;Ronda de Sant Pau
308800;Carrer de Sant Pacià
308902;Carrer de Sant Pasqual Bailón
309009;Carrer de Sant Paulí de Nola
309100;Carrer de Sant Pere
309202;Passatge de Sant Pere
309304;Plaça de Sant Pere
309406;Ronda de Sant Pere
309508;Carrer de Sant Pere d'Abanto
309600;Carrer de Sant Pere Claver
309701;Carrer de Sant Pere Màrtir
310008;Carrer de Sant Quintí
310100;Carrer de Sant Quirze Safaja
310201;Carrer de Sant Ramon de Penyafort
310303;Carrer de Sant Rafael
310405;Carrer de Sant Ramon
310507;Avinguda de Sant Ramon Nonat
310609;Passatge de Sant Ramon Nonat
310700;Carrer de Sant Roc
310802;Carrer de Sant Salvador
310904;Carrer de Sant Sebastià
311000;Carrer de Sant Sever
311204;Carrer de Sant Simplici
311306;Pas de Sant Tarsici
311408;Carrer de Sant Elm
311500;Carrer de Sant Vicenç
311601;Plaça de Sant Vicenç de Sarrià
311703;Carrer de Sancho de Ávila
311805;Carrer de Sancho Marraco
311907;Carrer de Sanet
312105;Carrer de les Santjoanistes
312207;Plaça de Sanllehy
312309;Carrer de Sanpere i Miquel
312400;Carrer de Sants
312502;Carrer de Santa Àgata
312604;Carrer de Santa Albina
312706;Carrer de Santa Amàlia
312808;Carrer de Santa Amèlia
312900;Passatge de Santa Amèlia
313006;Carrer de Santa Anna
313108;Carrer de Santa Carolina
313301;Carrer de Santa Caterina
313403;Plaça de Santa Caterina
313505;Carrer de Santa Caterina de Siena
313607;Carrer de Santa Cecília
313709;Baixada de Santa Clara
313800;Carrer de Santa Clotilde
313902;Carrer de Santa Coloma
314100;Passeig de Santa Coloma
314177;Parc Forestal de Santa Creu d'Olorda
314304;Carrer de la Santa Creu
314406;Carretera de Santa Creu d'Olorda a Sarrià
314508;Camí de Santa Creu d'Olorda a Vallvidrera
314600;Camí Vell de Sta. Creu d'Olorda a Vallvidrera
314701;Carrer de Santa Dorotea
314803;Carrer de Santa Elena
314905;Carrer de Santa Engràcia
315001;Plaça de Santa Engràcia
315103;Carrer de Santa Eugènia
315205;Baixada de Santa Eulàlia
315307;Carrer de Santa Eulàlia
315409;Passatge de Santa Eulàlia
315500;Passeig de Santa Eulàlia
315602;Plaça de Santa Eulàlia
315704;Carrer de Santa Fe
315806;Carrer de Santa Fe de Nou Mèxic
315908;Carrer de Santa Filomena
316004;Carrer de Santa Gemma
316106;Plaça del Raspall
316208;Carrer de Santa Joana d'Arc
316300;Carrer de Santa Laura
316401;Carrer de Santa Elionor
316503;Carrer de Santa Llúcia
316605;Carrer de Santa Lluïsa de Marillac
316707;Carrer de Santa Madrona
316809;Passeig de Santa Madrona
316900;Plaça de Santa Madrona
317007;Carrer de Santa Magdalena
317109;Carrer de Santa Magdalena Sofia
317200;Carrer de Santa Margarida
317302;Carrer de Santa Maria
317404;Plaça de Santa Maria
317608;Carrer de Santa Marta
317700;Carrer de Santa Matilde
317801;Carrer de Santa Mònica
317903;Carrer de Santa Otília
318000;Carrer de Santa Perpètua
318101;Carrer de Santa Peronella
318203;Carrer de Santa Rosa
318305;Carrer de Santa Rosalia
318407;Carrer de Santa Tecla
318509;Carrer de Santa Teresa
318600;Passatge de Santa Teresa
318702;Carrer de Santa Úrsula
318804;Carrer de Santaló
318906;Carrer de Santander
319002;Carrer de Santanyí
319104;Carrer de Santapau
319206;Carrer de Santes Creus
319308;Plaça de Santes Creus
319400;Carrer de Santiago Rusiñol
319501;Carrer de la Santíssima Trinitat del Mont
319603;Carrer del Sant Crist
319705;Carrer de Sant Domènec
319807;Carrer de Salomó Ben Adret
319909;Carrer de Sant Domènec de Santa Caterina
320001;Carrer del Beat Domènec Savio
320103;Carrer de Sant Tomàs
320205;Avinguda del Santuari de Sant Josep de la Muntanya
320307;Carrer del Santuari
320351;Passatge dels Santuaris
320409;Carrer de Sarasate
320453;Plaça de la Sardana
320500;Carrer de Cerdanyola
320602;Carrer de Sargelet
320704;Avinguda de Sarrià
320806;Camí Vell de Sarrià
320908;Carretera de Sarrià a Vallvidrera
321004;Carrer de Sas
321106;Carrer de Sàsser
321139;Carrer dels Satèl·lits
321208;Carrer del Salze
321274;Passatge de Saturn
321300;Passatge de Saumell
321401;Carrer de Scala Dei
321503;Carrer de la Seca
321605;Carrer de Pau Alsina
321707;Carrer de la Segarra
321809;Carrer de Segimon
321900;Carrer de Segòvia
322007;Carrer del Segre
322109;Carrer dels Segons Jocs Mediterranis
322200;Carrer de Segur
322302;Carrer del Segura
322404;Carrer de la Selva
322506;Carrer de la Selva del Camp
322608;Carrer de la Selva de Mar
322700;Carrer de les Semoleres
322754;Carrer del Sena
322801;Carrer de Sèneca
322903;Passatge de Senillosa
323000;Carrer de Sentís
323101;Carrer de Septimània
323203;Carrer de Sepúlveda
323407;Carrer d'en Serra
323509;Passatge de Serra i Arola
323600;Carrer d'en Serra Xic
323906;Passatge de Serrahima
324002;Carrer de Serrallonga
324104;Carrer de Serrano
324308;Passatge de Sert
324501;Carrer de Servet
324603;Carrer de Sèrbia
324705;Carrer de Setantí
324807;Carrer de Sevilla
324909;Carrer de Sibiuda
325005;Carrer de Sicília
325107;Carrer de Trelawny
325209;Carrer de Sidé
325300;Carrer de Sidó
325402;Carrer del Segle XX
325504;Carrer de Sigüenza
325515;Passatge de Sigüenza
325606;Carrer de Sils
325800;Passatge de Simó
325901;Carrer de Simó Oller
325912;Passatge del Tèxtil
326008;Carrer del Sinaí
326052;Carrer de Torroella de Montgrí
326201;Carrer de Siracusa
326303;Carrer de les Sitges
326405;Avinguda de Sivatte
326507;Carrer del Socors
326609;Carrer de Sòcrates
326700;Passatge de Sòcrates
326802;Carrer del Sol
326857;Carrer de la Gespa
326904;Plaça del Sol
327000;Carrer de Sol i Padrís
327102;Carrer de Solà
327204;Baixada de Solanell
327306;Carrer de Solanes
327408;Carrer de Soler i Rovirosa
327601;Passatge de Solsona
327656;Carrer del Solsonès
327703;Plaça de Sóller
327907;Carrer dels Sombrerers
328003;Carrer de Sor Eulàlia d'Anzizu
328105;Carrer de Sòria
328207;Carrer de Sorolla
328309;Carrer de Sors
328400;Carrer de Sostres
328502;Carrer de Sovelles
328604;Carrer de Subirats
328706;Carrer del Sots-tinent Navarro
328808;Carrer de Sugranyes
328900;Carrer de Suïssa
329006;Carrer de Suñol i Gras
329108;Carrer de Súria
329200;Carrer del Sospir
329403;Carrer de Tagamanent
329505;Carrer del Tajo
329709;Carrer de la Tallada
329800;Carrer dels Tallers
329902;Carrer de Tamarit
330005;Carrer de Tamariu
330107;Carrer de Tànger
330209;Carrer d'en Tantarantana
330300;Carrer de les Tàpies
330402;Carrer de la Tapineria
330504;Carrer de Tapioles
330606;Torrent de Tapioles
330708;Carrer del Taquígraf Garriga
330800;Carrer del Taquígraf Martí
330901;Carrer del Taquígraf Serra
331008;Carrer de Taradell
331100;Carrer de Tarba
331201;Carrer de Tàrent
331405;Carrer de la Tarongeta
331507;Carrer de Tarragona
331609;Carrer de Terrassa
331700;Carrer de Tàrrega
331755;Passatge de Tàrrega
331802;Carrer d'en Tarròs
331904;Passatge de Tasso
332000;Carrer del Taulat
332102;Passatge del Taulat
332204;Carrer de Tavern
332306;Carrer de Taxdirt
332408;Plaça de Taxonera
332500;Plaça del Teatre
332601;Carrer de la Guàrdia Urbana
332703;Carrer del Teide
332805;Carrer del Telègraf
332850;Plaça de la Televisió
332907;Carrer de Tell
333003;Carrer dels Templers
333309;Carrer de Tenerife
333400;Carrer de González Tablas
333604;Carrer de John M. Keynes
333706;Passatge del Tinent Costa
333808;Carrer del Tinent Flomesta
333900;Carrer del Tenor Masini
334006;Carrer del Tenor Viñas
334108;Carrer de Teodora Lamadrid
334301;Carrer de Teodor Bonaplata
334403;Carrer de Teodor Llorente
334505;Carrer de Teodor Roviralta
334607;Carrer del Ter
334753;Carrer de la Mare de Déu de Montserrat
334786;Carrer de Teresa de Cofrents
334800;Carrer de Terré
334902;Carrer de Terol
335009;Carrer de Tessàlia
335100;Plaça de Tetuan
335202;Carrer de Teulada
335406;Carrer de Thous
335508;Carrer de Tiana
335643;Parc Forestal del Tibidabo
335654;Carretera de Vallvidrera al Tibidabo
335701;Plaça del Tibidabo
335803;Carrer del Tigre
336001;Passeig dels Til·lers
336103;Carrer dels Tiradors
336169;Carrer de Tiro
336205;Carrer de Tirso
336307;Carrer de Tirso de Molina
336409;Carrer d'en Tissó
336500;Carrer de Ticià
336704;Carrer de Tubella
336806;Riera de Can Toda
336850;Avinguda de Tots Sants
336908;Carrer de Tòquio
337004;Plaça dels Jardins de Tòquio
337106;Carrer de Toledo
337208;Passatge de Toledo
337300;Carrer de Tolosa
337401;Carrer de Tolrà
337503;Carrer de Tomàs Mieres
337605;Carrer de Tomàs Padró
337809;Carrer del Timó
337900;Passatge de Tona
338109;Carrer del Tonell
338200;Carrer del Topazi
338302;Carrer de Topete
338506;Carrer de Tordera
338608;Carrer de Torelló
338700;Carrer de Torné
338743;Passatge de Torné
338903;Carrer de Torns
339000;Passatge de Torras i Bages
339101;Passeig de Torras i Bages
339203;Carrer de Torras i Pujalt
339305;Carrer de la Torre
339407;Plaça de la Torre
339473;Parc Forestal de Torre Baró
339509;Carrer de la Torre d'en Damians
339600;Carrer de la Torre Dulac
339815;Camí de la Torre Melina
339906;Carrer de la Torre dels Pardals
340009;Carrer de la Torre Vélez
340304;Carrer de Torrelles
340406;Carrer del Torrent de les Flors
340600;Carrer del Torrent de Mariner
340701;Carrer del Torrent de Perera
340803;Carrer del Torrent de Can Piquer
340905;Carrer del Torrent del Remei
341001;Carrer de la Torre Vella
341103;Carrer del Torrent d'en Vidalet
341307;Carrer de Josep Torres
341409;Carrer de les Torres
341500;Passatge de Torres
341555;Passatge de les Torretes
341602;Carrer de Torres i Amat
341704;Carrer de Torres de Marina
341850;Carrer de Torrevieja
341908;Carrer de Torrijos
342004;Carrer de Tort
342106;Carrer de Tortellà
342208;Carrer de Tortosa
342300;Carrer de Tossa
342401;Camí de Cal Totxo
342503;Carrer del Treball
342605;Passatge del Treball
342707;Carrer de Travau
342809;Carrer de la Tradició
342900;Carrer de Trafalgar
343007;Carrer del Tragí
343200;Via Trajana
343302;Carrer de Trajà
343404;Carrer de la Tramuntana
343506;Plaça del Transvaal
343700;Carrer de Trapani
343801;Passatge de la Travessera
343903;Travessera de les Corts
344000;Travessera de Dalt
344101;Travessera de Gràcia
344305;Carrer de la Travessia
344407;Travessia de Sant Antoni
344633;Carrer de la Traviata
344702;Carrer del Trèvol
344804;Carrer de Tremp
344906;Carrer de les Tres Creus
345002;Carrer dels Tres Llits
345068;Carrer dels Tres Pins
345104;Carrer dels Tres Reis
345206;Carrer de les Tres Senyores
345308;Carrer de les Tres Torres
345501;Carrer del Triangle
345658;Carrer de Trilla
345807;Plaça de Trilla
345909;Carrer de Trillo
346005;Carrer de la Trinitat
346209;Plaça de la Trinitat
346300;Carrer del Trinquet
346402;Carrer de Trinxant
346606;Carrer d'en Tripó
346800;Rambla del Poblenou
346901;Carrer de les Trompetes
347008;Carrer de les Trompetes de Jaume I
347100;Carrer de l'Encuny
347201;Carrer del Trobador
347303;Carrer de Trueba
347405;Passatge de Trullàs
347450;Plaça de la Tulipa
347507;Carrer de Trullols
347529;Passatge de Tubella
347551;Carrer de Tucumán
347802;Carrer del Túria
347904;Carrer del Turó
347948;Camí del Turó de l'Alzina
348102;Carrer del Turó Blau
348135;Parc de Monterols
348157;Parc del Turó de la Peira
348204;Carrer del Turó de la Rovira
348306;Passeig de Turull
348350;Passatge de Turull
348408;Carrer de Tuset
348500;Carrer d'Ulldecona
348554;Carrer U Zona Franca
348576;Carrer de la Llicorella
348703;Carrer de l'Autonomia
348805;Plaça de la Revolució de Setembre de 1868
348907;Carrer de la Unió
349003;Plaça de la Unió
349105;Passeig Universal
349207;Plaça de la Universitat
349309;Ronda de la Universitat
349386;Carrer de l'Ullastre
349400;Plaça de l'Univers
349502;Carrer de l'Urani
349579;Carrer del Presseguer
349604;Passatge d'Ureña
349706;Carrer del Comte d'Urgell
349808;Passeig d'Urrutia
349900;Carrer de l'Uruguai
350104;Passatge d'Utset
350159;Carrer V Zona Franca
350206;Carrer de Vacarisses
350308;Carrer de València
350603;Plaça de Valentí Almirall
350705;Carrer de Valentí Iglésias
350807;Carrer dels Valero
350909;Carrer de Valeta d'Arquer
351107;Carrer de Vallseca
351209;Passatge de Vallseca
351300;Carrer de Valladolid
351402;Avinguda de Vallbona
351606;Carrer de Vallcivera
351708;Carrer de Pablo Iglesias
351800;Carrer dels Germans Desvalls
351901;Passeig de Valldaura
352008;Carrer de Valldemossa
352100;Carrer de Valldonzella
352201;Carrer de Valldoreix
352303;Carrer de la Vall d'Aran
352405;Plaça de la Vall d'Hebron
352507;Passeig de la Vall d'Hebron
352653;Carrer de la Vall d'Ordesa
352700;Carrer del Vallès
352904;Carrer del Vallespir
353000;Carrer de Vallfogona
353306;Carrer de Vallhonrat
353408;Carrer de Vallirana
353500;Carrer de Vallmajor
353601;Carrer de Vallmitjana
353656;Carrer de Valls
353703;Carrer de Vallpar
353769;Camí de Vallvidrera al Tibidabo
353805;Avinguda de Vallvidrera
353907;Camí de Vallvidrera
353951;Riera de Vallvidrera
353973;Parc Forestal de Vallvidrera
354003;Carretera de Vallvidrera a Barcelona
354455;Carrer de l'Escar
354502;Carrer de Varsòvia
354604;Carrer de Bascònia
354706;Carrer de Vayreda
354808;Plaça de Vázquez de Mella
354900;Carrer de Veciana
355006;Carrer de Santa Joaquima de Vedruna
355108;Carrer del Veguer
355200;Carrer de Vehils
355301;Plaça del Coll de Finestrelles
355403;Carrer del Vint-i-sis de Gener de 1641
355505;Carrer de Velázquez
355709;Carrer de Vèlia
355800;Carrer de la Verema
355902;Carrer de Vendrell
356009;Carrer de Venècia
356100;Carrer de Venero
356202;Carrer de Veneçuela
356304;Carrer de Ventalló
356406;Carrer de Ventura Rodríguez
356508;Carrer de Venus
356600;Plaça de Veracruz
356701;Carrer del Verdet
356803;Carrer de Verdi
356905;Passeig de Verdum
357001;Carrer de Bergara
357103;Carrer dels Vergós
357409;Carrer de la Verneda
357500;Camí de la Verneda
357602;Passeig de la Verneda
357646;Plaça de la Verneda
357657;Camí dels Verns
357704;Carrer de Verntallat
357806;Plaça de la Verònica
357908;Carrer de Bertrellans
358004;Carrer del Vesuvi
358059;Carrer de la Via Làctia
358106;Carrer de Biada
358300;Viaducte de Vallcarca
358401;Carrer de la Vicaria
358503;Carrer de Vicent López
358558;Passatge de Vicent Martín
358605;Plaça de Vicenç Martorell
358707;Carrer de Vicenç Montal
358900;Carrer de Vico
358955;Plaça de Víctor Balaguer
359109;Passeig de Lluís Companys
359200;Avinguda de Pedralbes
359302;Carrer de la Victòria
359404;Plaça del Cinc d'Oros
359437;Carrer del Margalló
359506;Carrer de Vic
359608;Carrer del Cep
359700;Carrer de Vidal i Guasch
359801;Carrer de Vidal i Quadras
359903;Carrer de Vidal i de Valenciano
360006;Carrer de Vidiella
360108;Carrer de la Vidrieria
360200;Carrer del Vidre
360301;Carrer del Vidriol
360356;Camí Vell de la Pedrera
360505;Carrer del Vent
360709;Carrer dels Vigatans
360877;Parc Forestal de Vil·lajoana
360902;Passatge de Vila i Rosell
361009;Carrer de Vila i Vilà
361100;Carrer de Viladecans
361202;Carrer de Viladecavalls
361304;Baixada de Viladecols
361406;Carrer de Viladomat
361508;Carrer de Viladrosa
361600;Carrer de Vilafranca
361701;Carrer de Vilageliu i Gavaldà
361803;Carrer de la Vila Joiosa
361905;Carrer de Vilamajor
362001;Carrer de Vilamarí
362103;Carrer de Vilamur
362205;Carrer de Vilana
362409;Avinguda de Vilanova
362500;Carrer de Vilapicina
362602;Carrer de Vilardell
362704;Passatge de Vilaret
362806;Carrer de Vilarós
362908;Carrer de Vilassar
363004;Carrer de Vila-seca
363106;Carrer de Vilatorta
363401;Plaça de la Vila de Madrid
363503;Carrer de Vilalba dels Arcs
363605;Carrer de Villar
363707;Carrer de Vila-real
363809;Carrer de Villarroel
363900;Carrer de Villena
364007;Carrer de Vinaròs
364109;Carrer de Vintró
364200;Passatge de Vintró
364302;Carrer de la Vinya
364404;Carrer de la Vinya Llarga
364506;Carrer de Vinyals
364608;Passatge de la Vinyassa
364700;Carrer del Vinyar
364903;Passatge de la Vinyeta
365000;Carrer de Violant d'Hongria Reina d'Aragó
365203;Carrer de la Verge
365305;Carrer de la Mare de Déu dels Desemparats
365407;Carrer de la Mare de Déu del Carmel
365509;Carrer de la Mare de Déu de Gràcia
365600;Carrer de la Mare de Déu de Lorda
365655;Carrer de l'Azalea
365702;Avinguda de la Mare de Déu de Montserrat
365804;Plaça de la Mare de Déu de la Pau
365906;Carrer de la Mare de Déu del Pilar
366002;Carrer de la Mare de Déu de la Salut
366104;Carrer de Virgili
366206;Carrer de Viriat
366308;Passatge de la Virreina
366400;Plaça de la Virreina
366501;Plaça del Virrei Amat
366603;Carrer de la Virtut
366705;Carrer de Vista Bella
366807;Carrer de Vistalegre
366909;Carretera de Vista-rica
367005;Carrer de Biure
367107;Carrer de Viver
367300;Carrer de Biscaia
367402;Rambla de Volart
367504;Carrer del Doctor Trueta
367752;Plaça de Wagner
367800;Carrer de Washington
367901;Carrer de Watt
368008;Carrer de Wellington
368100;Carrer de Guifré
368201;Carrer de Guitard
368256;Carrer X Zona Franca
368303;Carrer d'en Xandri
368405;Plaça d'en Xandri
368450;Carrer de Xavier Nogués
368507;Carrer de Xifré
368609;Passatge d'en Xinxó
368700;Carrer dels Xiquets de Valls
368802;Carrer d'en Xuclà
368904;Carrer de Iecla
368959;Carrer Y Zona Franca
369000;Carrer d'Illas i Vidal
369102;Carrer de l'Amnistia Internacional
369157;Carrer Z Zona Franca
369204;Carrer de Zamora
369306;Carrer de Saragossa
369408;Passeig de la Zona Franca
369500;Carrer de Zuloaga
369601;Carrer de Riego
369656;Plaça de Zurbarán
370000;Carrer Número 1 Zona Franca
370101;Carrer Número 2 Zona Franca
370203;Carrer Número 3 Zona Franca
370305;Carrer Número 4 Zona Franca
370407;Carrer Número 5 Zona Franca
370531;Carrer Número 6 Zona Franca
371002;Carrer Número 11 Zona Franca
373904;Carrer Número 40 Zona Franca
374000;Carrer Número 41 Zona Franca
374102;Carrer Número 42 Zona Franca
374113;Carrer Número 43 Zona Franca
374703;Carrer Número 50 Zona Franca
375706;Carrer Número 60 Zona Franca
375808;Carrer Número 61 Zona Franca
375900;Carrer Número 62 Zona Franca
540074;Moll Adossat
540201;Moll d'Álvarez de la Campa
540267;Moll de les Drassanes
540380;Moll de Balears
540416;Moll de Barcelona
540438;Moll de la Barceloneta
540529;Moll de Bosch i Alsina
540711;Moll de Catalunya
540777;Moll del Contradic
540813;Moll de la Costa
541259;Moll del Dipòsit
541576;Moll d'Espanya
542499;Moll d'Inflamables
542524;Moll de Lepant
543119;Moll de Llevant
544177;Moll Nou
544290;Moll Occidental
544406;Moll Oriental
544643;Moll de Pescadors
544712;Moll de Ponent
544734;Moll del Príncep d'Espanya
545169;Moll del Rellotge
545318;Dic de l'Est
545497;Moll de Sant Bertran
545646;Moll del Sud
620038;Carretera de Circumval·lació Nord Tram 6
676666;Ronda del Litoral
700010;Carrer de Josep Finestres
700011;Plaça de John F. Kennedy
700012;Carrer de Torà
700013;Plaça de Karl Marx
700015;Plaça de Joan Amades
700017;Placeta dels Avis
700018;Plaça de les Heroïnes de Girona
700019;Jardins d'Elisard Sala
700020;Plaça de Charlie Rivel
700021;Passeig d'Andreu Nin
700023;Carrer d'Almacelles
700024;Carrer de Josep Miret
700025;Passeig de Josep Carner
700026;Carrer d'Augusto César Sandino
700028;Plaça de Salvador Allende
700032;Passatge d'Andalusia
700033;Passatge Via Trajana B
700034;Passatge Via Trajana A
700036;Carrer de Can Castellví
700037;Carrer de Binèfar
700039;Moll de l'Oest
700041;Moll d'Evaristo Fernández
700042;Moll de la Zona Sud
700049;Platja de la Barceloneta
